Date,Disaster_Type,Temperature,Wind_Speed,Rainfall,Population_Density,Infrastructure_Quality,Impact
2019-01-24,Hurricane,42.92846086520933,51.85432162364974,80.55488088304247,2051,Low,991078.6104147924
2010-09-30,Flood,35.68580253094683,155.78008418306703,338.95452159971387,2787,Low,4476621.870174557
2010-06-19,Tornado,35.29540157331739,104.40003392433219,245.71996015196174,1447,High,8910605.20399165
2015-06-13,Tornado,21.470254571931516,15.065179414111045,724.0704987106114,1832,Medium,4728648.596442005
2015-09-05,Wildfire,34.766564106979715,90.08567620489595,695.4720863258841,2332,Low,8512159.141345901
2012-11-02,Earthquake,26.815932169624755,69.98098801315527,190.15900824498306,2740,High,3339064.556391247
2020-02-04,Tornado,34.53698931124477,173.0923327161543,64.95022964034493,1462,High,3461743.720771999
2013-01-09,Wildfire,18.19779090923972,237.45367193451995,501.71071524889396,1481,High,8966061.130236087
2020-09-09,Tornado,34.735359138091084,70.67156090776625,269.0949695069678,851,High,4315589.750465846
2013-02-02,Wildfire,44.98241177311999,203.80915509216203,537.6675124848505,288,Medium,7918678.329167197
2018-12-22,Wildfire,16.446361165816683,18.563155149910333,25.69580485425158,1825,Low,2442771.1240308234
2010-07-29,Tornado,44.31522552663952,136.83964745975422,106.71938814199153,1368,Medium,9493128.21380859
2018-08-17,Earthquake,27.20723882168612,22.28476560892417,549.0977862181147,161,Medium,5788324.640652654
2019-09-26,Tornado,41.12260351011777,233.83808282700664,169.8965242419982,2573,High,7617303.328926179
2019-04-11,Flood,38.471564521748206,192.7560637365606,686.0701406099213,2401,High,986205.4279693664
2021-08-18,Wildfire,32.01048782960004,166.19772824512512,46.87271016810834,1378,High,4977375.835722234
2015-12-22,Hurricane,37.153476277539795,206.85461349804274,172.3855862284597,339,Low,9020281.12756683
2013-07-20,Earthquake,41.35546683904043,163.64234991468996,798.8481987880549,2305,Low,8782682.427528715
2019-07-05,Hurricane,27.12420964953099,242.39137730770133,346.4608820694341,2965,Medium,563458.1766188527
2013-10-10,Hurricane,24.81099484689716,179.91969722686903,562.3725308357148,1859,High,3106614.8443765724
2013-11-07,Earthquake,35.02780156690754,231.54135934765046,146.13043908561093,631,Low,4488868.064142893
2017-08-22,Earthquake,39.23537825823776,131.6973135426063,487.89498798843016,419,High,1805421.6621223034
2022-02-05,Earthquake,37.868554043298474,33.68078118055635,580.8848546955348,269,Medium,7326983.278800706
2022-07-30,Flood,38.93440946575903,134.40354174863919,251.58130869320843,2899,High,1926668.7564272445
2020-11-15,Earthquake,28.06749944438799,36.08384287545786,663.1176895807022,2916,Medium,3531732.974261873
2016-08-25,Hurricane,39.53502648525065,150.16090239821924,482.73406277782664,1946,Medium,6666478.3048924
2021-01-07,Flood,18.606271661118253,123.21079982927742,311.29840769202417,398,Low,4872684.510792351
2014-03-25,Flood,31.334672938825488,157.53097246903152,446.1139146745269,2352,High,7411853.282485449
2022-04-28,Hurricane,15.172759814943648,7.46151035843374,461.4086779487394,501,Medium,9615958.222106311
2013-04-17,Hurricane,24.73757489700811,52.735920455564205,132.4282341550928,2239,Medium,1253812.2083804552
2017-03-29,Tornado,25.993846046141936,125.37595581847206,322.18589589357293,138,Low,7124720.3923408035
2013-10-21,Flood,26.885180748277662,237.87337258933803,274.7444704155945,920,Medium,2380407.1407579337
2013-01-16,Hurricane,35.864016200695865,98.9842148870138,320.7221780633009,1209,High,4203319.601334935
2013-09-24,Flood,26.65674303811037,108.97114638314049,608.8884707882063,2092,Low,425340.98537188425
2015-06-23,Flood,28.460808678675917,180.10054180662243,386.0307259733381,1924,Medium,1445483.0846977194
2011-04-13,Wildfire,22.126323926229823,152.9292255350989,752.2529225914114,572,High,3265795.1615841067
2018-07-31,Hurricane,26.197553748880203,78.23690677409164,234.94113068674895,2757,High,3485659.472351051
2014-08-10,Hurricane,21.818088817894544,105.6500169140198,332.5628626279432,959,Low,9005893.642974747
2010-01-21,Flood,17.19587771305331,58.33645072002195,629.5654483832332,491,Low,7443947.8017385
2019-03-04,Flood,33.10345780144134,241.6752574869011,436.8196746566002,87,Medium,9724611.385051707
2018-03-13,Hurricane,35.04638395665049,37.00542348155314,437.6225171395582,1930,High,6030807.952318882
2011-11-25,Tornado,33.584710380288435,96.10001221877276,42.67213040414681,259,High,2492965.947704048
2019-06-15,Earthquake,28.90482131401717,11.330548193902743,318.87973017476463,2610,High,3343784.7962242644
2019-02-16,Flood,26.393573405376895,59.335975523718865,216.58698593738598,1650,High,3266375.640590474
2018-07-15,Earthquake,40.90000948715476,196.21542890313796,799.4680982648923,1030,Low,3332293.843866191
2018-05-06,Tornado,30.572453554086543,54.28793191077547,246.68405650584822,430,Medium,6762345.313806975
2010-05-31,Tornado,29.37545632889193,24.615533619596572,707.5972278350907,2925,High,5354998.4880951205
2021-11-06,Wildfire,15.769261974193071,121.24102906190821,540.986988032382,1610,Low,3915699.3630577787
2014-07-18,Earthquake,25.237434828784693,7.442462509957031,272.73312735367233,2956,High,1575988.7104142944
2018-05-13,Earthquake,26.405868563575712,25.767707834451627,434.8275026992989,443,High,319177.7131272445
2017-08-17,Flood,26.964683426907015,202.8683380429289,672.4287039593551,1123,Low,2266463.3081181566
2018-02-04,Hurricane,32.40517107681997,194.01096949060357,706.6946384247295,445,Low,1163966.8992899444
2019-06-19,Tornado,31.008076401806353,229.20901099919953,128.31510000491616,1826,Medium,7875905.80543717
2016-08-04,Hurricane,33.23715278380334,214.35628179813364,271.6585129665357,2129,High,1213729.7823574652
2021-12-27,Hurricane,37.94649784626385,172.37801299375542,268.1785441708573,594,Medium,7269859.549337678
2012-10-13,Hurricane,39.3895721614828,17.821550038662394,33.63583686075575,2809,Medium,3918021.028783218
2021-12-03,Tornado,36.54369228679484,196.7979114067311,478.59020788151724,1134,Low,826446.0584633822
2019-10-27,Flood,43.66571087864804,212.1501486559373,683.8560423937504,602,Medium,8146027.4893726995
2014-05-25,Flood,15.546977480290849,200.77512571412885,305.25951026041423,1514,Medium,5838342.645342472
2016-09-12,Earthquake,20.87333957050638,129.5773636504664,592.0287559873416,1203,Medium,2434038.977349373
2017-03-14,Flood,15.226886249344263,62.06095046912301,502.1603308805919,1427,High,8957343.625893412
2010-01-30,Wildfire,34.42424142463809,212.10584404373805,300.51898839440065,2295,Medium,548057.3073184595
2022-04-20,Wildfire,41.94091646849961,183.15488838633394,112.84783959383766,2896,Low,2098014.121157853
2015-05-29,Wildfire,22.304468897288977,245.28648772526864,567.4590822207739,1736,Medium,7545264.585278024
2013-10-18,Flood,42.8110363438892,43.144686450203565,683.6521351529924,1789,High,7122841.5100679025
2015-12-14,Hurricane,16.808021708686827,60.28782284775349,548.6835939211935,743,Low,2963789.7678723326
2014-06-09,Tornado,43.03308080416543,56.89054672096816,14.302787227854452,2244,Low,714046.2659925529
2021-03-05,Tornado,25.54868061718903,199.1722430672275,172.986315512793,1789,Low,8594972.915026944
2013-02-13,Wildfire,18.042624853476497,50.79228763027895,55.58398790682553,547,Low,3205606.6168920356
2014-11-10,Tornado,29.57615277558977,21.331658306709993,456.3088796609814,2145,Low,2037562.8077898256
2019-12-15,Flood,22.70329703161524,249.647397613479,605.18214307233,2867,Low,5209012.041373673
2011-08-21,Tornado,23.546187058857683,11.080216804061541,88.46334965492755,2748,High,9111249.272896228
2022-05-03,Flood,24.218698947788596,209.6347947389221,670.6702564747081,1245,Medium,531111.120649416
2020-04-01,Tornado,39.0907769349799,94.51487617990993,444.40718271638656,662,Medium,7681460.471505788
2017-08-25,Flood,31.174838300257633,211.19578764066475,551.97520971338,2796,Low,5767484.956593218
2019-04-25,Flood,24.33923097468011,140.8820203467305,777.121478886917,1388,Medium,4311946.253862987
2013-11-29,Tornado,33.31001349932755,225.89965122415822,66.94479059815785,425,High,7466396.396640094
2015-05-02,Flood,36.48452022669581,231.91728167158354,720.9792183822314,855,High,9661661.80197216
2022-04-13,Wildfire,23.17872002200601,7.229054413790119,100.88215678992745,970,Low,2369141.490510641
2020-03-25,Wildfire,27.406473045760546,23.475983118233124,314.3670453093458,924,High,1522108.9142139843
2022-06-26,Wildfire,18.656582800108428,66.33788874485958,681.1509570648915,2907,Medium,9137529.2777047
2019-12-29,Flood,20.43448048604041,168.9822770090579,725.0033893902946,1493,Low,6722635.466827307
2022-09-06,Earthquake,35.433535618949485,222.62668814531898,405.09733883611625,1469,High,4436061.613463463
2019-04-19,Wildfire,20.44315043086881,117.68577806702088,475.2837106203401,1595,Medium,5775269.7456164025
2019-03-01,Wildfire,30.754901510011805,153.70841348719503,566.5178676788457,1260,Low,7481577.661244816
2017-07-27,Flood,36.27138785167298,51.18246393491248,666.2069347621714,1055,Medium,7753015.7971866
2017-08-30,Wildfire,18.206307692842316,202.2168743010129,97.20893563013293,2130,High,9206952.390107749
2018-12-02,Flood,32.01936658886711,241.99538728160007,648.0554465833821,2166,High,4325743.610066664
2015-08-25,Tornado,22.696883511040912,70.80673856407638,385.0209204092934,641,High,3004768.0091920104
2016-06-05,Flood,43.887806257127394,126.23235814213385,360.4987400865352,1264,Medium,6432676.241219435
2019-06-30,Tornado,29.50636940159774,26.098447074061582,339.1198015975986,2198,Low,4215706.202867351
2021-04-16,Flood,39.17977649325474,141.98848083342725,407.36926819683407,1558,Low,5986524.694094881
2022-11-19,Earthquake,31.506796264687853,128.18194325243672,756.0404427156828,1358,Low,4257859.404713906
2019-12-03,Hurricane,16.302375985644574,40.38693861799401,438.56301823372127,963,High,1614658.2881139275
2011-04-26,Hurricane,33.99454126782067,113.30622221392838,762.5420306105113,2830,Medium,4747324.841423688
2017-07-26,Hurricane,43.54210026619971,86.855639761208,144.23210449251246,439,Low,6940086.437216225
2014-01-15,Flood,33.048354604389935,132.8485644497714,579.3087830661066,209,Low,8012909.695909733
2011-10-06,Earthquake,39.57566578280371,148.48531218005581,649.7916308869977,941,Medium,4983930.140285813
2010-05-30,Earthquake,41.526193900452235,7.08141675876633,543.3030650678895,1120,Low,1735855.113082969
2014-02-17,Flood,21.842393158467974,191.44646582264107,485.5378241812323,1519,Medium,4205408.325529372
2020-03-04,Hurricane,21.3613451972468,179.6885015061265,451.8502248689458,745,Low,7884309.895532813
2018-06-17,Flood,33.32942966552975,94.74016462059794,688.7443860629568,807,High,4187306.779109021
2010-09-11,Earthquake,27.330854094201143,17.969304214360474,657.3172777316,2620,High,6995654.856681801
2011-12-26,Earthquake,40.19583908600161,189.95847224733734,97.83097694447962,2829,Low,5121415.448613089
2022-01-13,Flood,42.000693701940335,239.01791431714244,678.8701256247025,2252,Medium,2488108.938583027
2021-07-16,Flood,25.602641379081543,63.83714102539348,331.254895552354,388,High,7981890.0294284355
2020-02-17,Wildfire,22.10611676923446,84.26353036557428,202.9574639966486,2026,High,933713.1952998016
2016-04-11,Tornado,38.41576545731586,50.03415792304467,695.8148544111407,844,Medium,5296413.799275991
2020-12-14,Flood,23.244181066444085,146.34935021948573,345.6198397069933,1772,High,2168021.239009709
2015-12-14,Wildfire,39.67842955541035,42.93614168862646,646.6917521414533,1647,Medium,763949.722559619
2013-07-28,Earthquake,27.712147609462885,92.26751614803797,210.7228895646756,948,Low,5079045.977124164
2020-02-19,Tornado,35.02649697874411,175.76818841389442,3.1434571377742415,1217,High,5045665.3437557435
2014-10-29,Hurricane,17.866059415040045,142.22841583729036,396.3673543223555,152,High,7098318.926589636
2021-04-09,Hurricane,33.715779740297194,99.68332826034414,80.18260531430741,2909,Low,7473031.861213858
2012-03-23,Wildfire,28.55303036211687,107.96115244284776,603.5007644199277,142,Low,7305135.738059678
2011-06-22,Hurricane,32.59825389526422,142.71716624269123,220.8601088555283,1024,Low,4154631.455875875
2011-12-06,Earthquake,20.0404262323459,6.436858332354519,354.916517282783,1497,Medium,6353728.89354297
2011-04-28,Tornado,37.106212348325464,24.234917771134413,69.6268520732434,168,Medium,5811757.902175207
2013-07-01,Hurricane,40.88391232629685,220.90822660193786,229.32739875780211,2082,High,4273461.385557504
2013-11-15,Wildfire,21.50219400272327,24.080352327366235,625.1921946068576,2126,Medium,6012405.672441333
2017-12-04,Wildfire,17.87143666560485,178.16688107157375,121.27032952185557,1584,Medium,9477753.979392
2012-04-16,Wildfire,15.709157581390091,230.40935020671787,517.7276489015659,2969,Medium,2009648.0624456357
2016-11-20,Flood,34.25914501329798,71.31748305392412,733.9406822436009,1439,High,9067143.74827671
2012-01-31,Hurricane,33.212821082663424,95.77040207958099,543.8694078061762,2897,Low,629209.5884336638
2012-04-18,Earthquake,31.4009223814221,144.3857444319555,648.8173514337815,524,Low,3153053.2077264404
2021-04-28,Hurricane,21.958412883479262,221.01869756145325,87.17730344313264,2660,High,2952637.9612541297
2021-04-07,Tornado,26.72717987716544,235.76686887880294,200.58546080164356,484,High,6301014.568020967
2014-09-10,Tornado,32.83429005558519,186.19299578726068,715.6310817924729,2901,Low,1399127.0225951741
2015-08-26,Wildfire,29.90300576577508,26.221841409400035,572.0844908944714,1307,Medium,8835241.357213562
2018-09-26,Hurricane,44.63356560644662,168.94276810603844,511.64306110184896,104,Low,8302658.943803908
2021-04-12,Tornado,19.093192576701995,105.52441185880221,531.01338889736,980,Low,6555451.61488425
2013-05-04,Hurricane,35.85433662142781,120.32174487531009,331.36044344371476,1365,High,4638296.934742758
2018-06-03,Flood,27.129563043128762,17.041355634568376,35.64530529412258,2849,High,9336264.817206576
2012-11-22,Earthquake,27.84598844776844,51.81022413985775,627.5532336565832,361,Low,8324390.891733504
2014-01-03,Hurricane,36.52793296974529,198.6758338457437,542.970588972283,1621,Medium,5043219.966004324
2011-05-09,Wildfire,35.77308453973109,116.21991409672565,378.2435712901798,1006,Low,7048546.209097681
2012-03-20,Flood,44.73767981106565,78.90724919963147,719.807692294606,2415,High,5712606.526578877
2017-03-06,Earthquake,18.851828683623758,99.08467312141475,268.9277319880791,1950,High,5920628.160043819
2020-01-26,Tornado,18.123289481524992,214.32788076479164,235.45739538498873,806,Medium,3376663.0874309656
2022-06-05,Earthquake,36.730164513862235,188.50475926421444,698.2370600635543,2562,High,4674637.585786478
2011-05-11,Earthquake,32.351607510192274,71.71727230936528,637.5901238071884,1482,High,873402.1648184677
2022-07-13,Hurricane,23.224819996794174,33.78795085203146,411.9838485186758,1313,High,3637752.0474794656
2013-06-26,Flood,17.382581069669598,66.73956430279756,104.58779156627998,1905,High,6988702.302085305
2016-08-01,Flood,17.569747487892915,230.58533050840975,172.05717717204197,2797,Low,9536838.702011244
2017-10-24,Tornado,41.82572623992355,147.48926527319006,524.9823923270453,2832,Low,9634334.7163539
2022-10-28,Wildfire,20.756019741562287,135.7026511424718,308.03299027232936,1143,Medium,5601656.404336427
2019-10-16,Hurricane,24.701146863465624,151.11643192465309,669.178553332777,2836,High,6105560.292914863
2010-10-05,Tornado,21.79969206680964,94.67692510789624,759.9640074657633,2865,Medium,1938639.7364595782
2013-02-27,Flood,25.64988917495812,202.74121997828064,644.5095402199346,793,Medium,6983550.270125954
2010-10-28,Wildfire,17.0827152823828,133.2051310785612,302.03633839644573,2373,High,799522.0474764238
2011-09-02,Earthquake,30.57179372724811,33.603236178354905,630.9491433851392,282,Low,2918388.289414501
2016-01-29,Tornado,17.028376907766447,36.62095558312043,281.1533387765468,2151,Low,6716797.138125878
2015-03-17,Wildfire,39.01069523467085,136.5304908931415,133.68007021250713,306,Low,3172070.302280544
2019-09-14,Tornado,22.01136245731299,234.4597034273556,26.714563892685916,2078,Low,593484.0537330979
2013-10-15,Flood,31.200357438135317,80.54626981066869,308.573370208816,2187,High,8335517.052574541
2018-05-18,Wildfire,41.40237262684374,218.03758637050848,722.8474429578255,1811,Low,3172267.070632174
2019-02-13,Hurricane,34.52632107141582,192.20341871182544,191.1892702045412,1979,Medium,724741.7261009164
2014-08-04,Flood,30.988733596540058,65.71404851219218,165.2105319438272,1508,High,840402.8285783653
2018-02-03,Tornado,24.730012593461268,13.903483337479402,775.8566281928322,1698,Medium,2592412.108008661
2020-09-19,Wildfire,24.990057391745935,29.95257995988377,20.003290280473696,457,High,1862357.8774931098
2013-10-24,Earthquake,35.0846086559457,183.48101379262286,628.6257203150035,1742,Medium,7765571.166023494
2018-05-06,Tornado,44.82418083663502,53.91908581995844,257.0959645926963,2027,Medium,3284672.062003641
2015-01-18,Hurricane,34.85517569548136,95.96137552382147,29.990365495727467,2463,Medium,8066488.271894342
2012-02-06,Hurricane,31.733502521100746,127.91629567157409,734.2420321676669,2448,Low,1821075.3784492128
2013-10-19,Earthquake,36.919515307177384,182.73970127028988,111.71386416766688,1372,Low,4979503.877486429
2019-01-01,Wildfire,28.956168368511545,32.741649698485716,441.4234269805563,1979,High,6911567.622175975
2012-02-16,Hurricane,16.804270278023555,104.55976929297806,219.24336594363822,1232,High,6554709.453271964
2014-03-29,Hurricane,31.868904476337296,123.84286273996038,52.15424174775283,2584,Medium,6051181.158309661
2010-10-27,Tornado,43.728758535161404,137.50263067302723,39.93798853070327,891,Low,9255733.85911858
2021-01-19,Hurricane,20.25908827072979,205.49835714182808,92.44535906907103,1033,Low,2362398.9622967695
2019-03-06,Tornado,35.70014672461997,47.061157785588144,57.09361111150404,1810,Low,4987820.124174844
2017-10-19,Flood,21.028010659771695,202.91870569752246,608.4464924159383,1428,Low,8851526.245716846
2021-11-19,Tornado,31.074830534192436,174.75521478567978,388.4529618267433,670,High,871148.2793920547
2011-07-08,Tornado,17.900293489401587,141.18834947874504,274.31367307918373,979,Medium,653293.8557054449
2020-09-05,Earthquake,28.511128087745554,176.3843282486301,334.6951281056057,2498,High,2409692.646827085
2011-11-27,Tornado,37.68489986685738,105.94434604315582,743.1573884580987,1780,High,6366910.073426383
2013-08-25,Wildfire,25.42714572716946,38.90740856219052,728.6014501905178,2667,High,2672808.301853088
2021-04-28,Tornado,34.94735173461654,168.11248386501498,572.5411840980615,1024,High,1983374.8497071099
2021-06-17,Hurricane,38.86349882369188,133.54471513797745,707.7459019373503,441,Medium,4642142.922047092
2018-11-07,Earthquake,42.81533458438358,161.64682613298,255.71842207009982,401,Low,6174620.880817174
2021-04-27,Tornado,22.039262455663607,87.80970135198005,304.8874608066263,2903,High,2560721.29946573
2016-01-15,Hurricane,26.979477474279243,227.18231144825978,490.96974548338244,1739,Low,3076842.7485650466
2021-05-25,Hurricane,19.57248039991252,148.90561780101635,498.90075783781134,625,Medium,6174237.117633987
2016-04-04,Wildfire,44.77450506475125,25.923608651264086,385.35987040987277,1743,Low,9462810.377695581
2017-06-29,Tornado,42.81002903772886,115.20197772258503,320.5262787503626,2874,Medium,6779943.101637074
2022-08-31,Earthquake,31.19871390841679,190.3072334121904,788.944249286956,2730,High,7850751.021487144
2013-12-19,Flood,40.26099883129264,199.56296762440672,656.8989008941795,1361,High,3731419.938079141
2014-09-20,Earthquake,30.628739318161266,126.17627792712089,347.98415831043616,572,Low,2795318.1579062142
2015-06-12,Hurricane,33.70757064008279,224.21315485366875,581.8339817916548,775,Low,4597250.657705963
2010-10-24,Tornado,17.673732963480496,70.5787671126029,215.6493546019676,211,Low,8090615.00424557
2019-06-15,Flood,37.65811261490424,105.59668082337531,80.1354609898639,1987,Low,4617366.453726503
2016-11-25,Tornado,18.831404509057045,225.15624308939766,281.9448204421925,708,Medium,8482581.547019623
2013-10-09,Earthquake,39.78202890757585,224.58289553553684,322.37824009871537,2947,High,9888842.608881759
2011-08-05,Flood,38.46084263011158,172.99962836204682,13.229699648536641,1622,Medium,813063.9907303298
2020-08-14,Hurricane,36.26234093228929,215.45023404494393,651.8336013087169,2179,High,549560.5452286665
2018-08-04,Earthquake,16.084811415742863,26.749450404277002,287.3547219113452,573,Low,1580938.058842282
2018-10-02,Flood,24.093850678359857,216.9237691709052,464.3345326241176,53,Medium,3905259.7897700276
2019-09-26,Tornado,22.893377097325285,83.55187710480556,59.170549816764776,2592,High,1397317.870539781
2010-02-27,Flood,25.80409222414557,48.691220544913,139.99746300046718,1628,High,8719578.328425685
2012-03-17,Tornado,17.629282402915155,63.64560990380135,711.754980262048,1124,Medium,329147.8851679317
2018-08-18,Wildfire,43.10873469093188,107.40228446340234,486.9500223062406,1334,High,3226347.891724643
2022-04-25,Earthquake,31.61406722137129,66.54204112809447,760.2272401363884,1672,High,1928476.831992633
2018-12-19,Wildfire,24.165729319740706,83.53905857404226,799.0000275130535,2665,Low,9322239.36855957
2020-11-27,Hurricane,26.9094455122285,38.06972908755231,297.4880922664755,927,Medium,6727861.948411277
2019-09-10,Earthquake,28.41607621514507,77.56330756195464,239.0424512666197,1141,High,9129099.538868608
2018-07-30,Flood,33.01783000081852,145.20953456279028,686.6848441272774,2961,Low,9726054.232072894
2018-07-24,Tornado,30.470382830894934,113.25415848231067,798.8891416299633,1216,Low,5021272.612405955
2016-11-17,Tornado,42.58175919643252,89.94609650279824,503.71298738596585,1627,Low,2419759.16967546
2016-07-31,Wildfire,29.908904487174908,187.88077156999293,636.1125780092178,1724,High,2017914.9833462338
2013-05-08,Wildfire,44.764740444699385,223.9099429913629,625.3966870522196,1658,High,2306896.7306898213
2016-10-13,Flood,40.54274873235288,190.41335961108726,284.27176657563757,2876,High,7115073.745457829
2019-08-16,Wildfire,21.255315430720074,86.3401720188314,459.41630420566975,1267,Low,500412.7084177073
2015-04-07,Wildfire,42.91785643931749,187.38833112020066,666.4455530113709,1740,Low,608474.6230238772
2011-11-13,Wildfire,18.49099193656428,42.23514470614255,550.4911010088443,363,Medium,6120615.129593185
2021-03-17,Hurricane,39.523491254735745,36.927907082366275,16.931051185630608,779,High,6456365.752700325
2014-10-09,Flood,26.418698804297403,89.67862407385894,269.3645351180268,433,High,6686102.9507923545
2010-08-15,Hurricane,41.33922961335209,202.88708041579397,115.58055727568428,1838,High,3781616.9954270534
2010-09-21,Wildfire,41.04170070322351,65.35532057436396,186.37776966243126,1862,Medium,8078854.398270116
2010-12-01,Tornado,39.177762003528635,20.497085180176498,724.3915819930605,2374,High,5382883.418493514
2017-05-29,Flood,38.70091308921184,37.268836125556994,29.51463112861452,1145,Low,1144109.7370932526
2013-10-03,Wildfire,24.140374172941222,215.39251728974713,175.84056956953899,1202,Low,7991283.139966718
2022-02-27,Wildfire,17.427578491537567,160.27690476308547,247.65548179058516,2795,Low,9535371.084077537
2015-02-21,Flood,27.089405362954842,67.03428502564428,493.50725757311585,1598,Low,694359.4987233509
2019-03-05,Flood,20.20573544959526,141.04747720540442,427.2813520686924,1914,High,3974378.253135741
2022-02-12,Flood,35.848532667073854,134.25700749421085,174.61558628270888,800,Medium,4926408.843864001
2013-01-10,Flood,25.382991796133567,165.581814717962,131.39285377852357,1032,Low,1550060.5247753377
2015-10-05,Wildfire,44.26830602579744,62.130950833296,189.43842767689506,2721,Low,8690318.583050484
2013-11-17,Flood,34.22916232035996,216.77873186262744,402.02370136132447,277,Low,2913081.4844114357
2012-10-17,Hurricane,39.674416909030825,80.79529770960315,216.94222856896275,2093,Low,7851784.545387785
2013-11-21,Earthquake,18.975740182255453,175.06225522417805,758.0820012861777,2027,High,6742845.372080329
2012-05-10,Hurricane,40.86043446817868,8.950538361192649,371.09217714307806,2114,Low,6020653.642423532
2021-10-11,Tornado,42.68271571540183,96.30099682406608,47.03681323570965,1658,High,2002214.2020958886
2021-09-23,Flood,29.611857564568076,91.16890539990803,583.4131246693067,61,Medium,2284964.8534539663
2017-07-07,Flood,33.18758813252933,138.15368500283856,263.0762305671917,1572,High,568749.2069910362
2015-07-21,Wildfire,37.94429402708987,22.820384135413143,522.791145646598,741,High,2483053.054844437
2015-05-11,Flood,20.245158817812374,198.58218656289654,223.6754964185856,1789,Medium,3519891.7336590895
2019-05-24,Flood,30.07698229390327,58.35629643305429,456.5949933866559,1575,Medium,8348138.508238011
2013-10-24,Hurricane,26.959890833169393,170.8742646460925,617.7220038459717,119,High,3727287.4004765726
2014-07-27,Tornado,19.391219764867472,201.78697019480282,742.4069934196432,2205,Medium,7570755.649379504
2019-03-15,Tornado,26.02603266874594,142.6598542791707,208.90171554646165,2298,Medium,4450478.584825327
2014-09-22,Flood,17.045169281564807,186.51638564688645,267.88556079918493,1622,High,7870196.288739495
2013-01-08,Earthquake,15.77435720848461,167.15577649267635,371.41313622875174,678,Low,9765088.844326695
2016-01-27,Wildfire,19.054988674644683,92.10480030224187,741.7398701887911,1337,High,2474431.424770043
2019-01-03,Hurricane,43.89345334767522,203.1703420632235,721.1094854485257,955,Low,8637181.958442373
2021-05-12,Hurricane,31.48588607685051,77.20183562195436,71.90262408051042,2400,Low,6256058.45442717
2020-07-08,Hurricane,43.974664834596595,144.94716484912172,105.54386060304867,625,High,8191213.189727683
2015-10-18,Wildfire,27.97493634990396,187.62244608967717,396.4073418645106,2652,High,6550700.432451271
2022-03-17,Hurricane,24.35448399255779,97.84419790406436,85.29541824433879,2222,High,4297100.122014087
2018-07-30,Hurricane,30.18425588520732,79.17806386626914,276.464698678958,2070,Medium,2357941.9004737246
2019-08-11,Wildfire,28.185350658987304,117.53977249234157,118.70830257398212,908,Medium,793348.7307785337
2010-03-04,Hurricane,18.16994052785232,205.40105611554264,508.8322841055087,794,High,5401631.8081610985
2022-06-20,Hurricane,34.22478944070619,232.83083197068788,759.5963453913294,2577,Medium,9904228.33581597
2021-10-22,Tornado,21.48114547528799,138.54543615067308,797.3870162355051,2229,High,7406613.869640642
2019-07-23,Hurricane,33.58763864693489,167.0592203042947,300.19290599753185,164,Low,3340720.8598502646
2016-08-26,Flood,34.506032771944604,226.30203744853398,479.2101096916898,530,Low,8289327.520858679
2022-02-10,Wildfire,19.560745593859444,29.143978596170886,685.014122819265,1030,Medium,7712941.601746425
2011-03-30,Wildfire,16.840488813320043,61.859251577210436,93.96965823710718,1074,High,2888194.3541992223
2022-12-09,Wildfire,38.422847582053194,178.6805015316377,551.651528841572,2428,High,241644.14896292338
2016-12-06,Tornado,28.794012713079603,206.8173931685134,327.0749293800546,1650,Low,1269810.121486101
2022-01-05,Wildfire,16.744913865164275,214.9721119409916,164.91692822413125,991,High,8785331.28408937
2012-10-31,Flood,44.84598951509301,106.70125832945848,322.2028949979536,1004,High,8381974.04951823
2011-03-25,Earthquake,16.733416829891,26.888276061507376,60.76822957193349,1710,High,3022569.1086957883
2010-02-17,Tornado,35.8510568657566,112.25646193840687,556.3257188714446,817,High,2923434.720215762
2012-05-28,Earthquake,44.51036775790241,61.529974600728174,202.19413499876248,2488,Low,7949363.372314464
2016-01-10,Flood,22.175403126477768,76.34313147417292,249.1245160359024,883,High,9383600.951964678
2021-05-28,Wildfire,19.267481060615886,194.20555142518893,96.8650385931702,2240,Medium,7813458.842296239
2014-03-16,Wildfire,18.641548182672867,23.504136076342284,691.7272911119134,2425,Medium,6095228.902604539
2021-04-28,Tornado,24.098254427027868,207.75739828277202,394.7554234261909,1831,High,2502446.368284865
2017-05-30,Hurricane,18.0313743303194,109.77892602692143,457.7175022291202,677,Low,5304904.349543081
2015-11-07,Tornado,35.76484025082396,151.0356631196458,455.5461464758837,426,Medium,2411767.4000733197
2017-11-04,Tornado,16.86875394390188,26.964796652741356,328.3944916330734,139,Medium,8099313.058958059
2010-05-26,Wildfire,30.28266384449369,87.65297419753351,154.0239323505116,2905,Low,3930914.6872255993
2012-12-11,Flood,44.9009056155893,26.976725158637215,596.1061987987199,1070,High,8353602.448240859
2016-06-14,Flood,39.41910808518057,240.57821210587184,101.64501228613946,1115,High,3877931.2580289803
2018-06-03,Tornado,33.45658314693033,202.77910408493136,83.0990322230484,2020,Low,8259079.111478924
2018-04-30,Flood,24.18760862359835,117.61002481733276,568.1160300772027,1108,Medium,3399846.3701358954
2017-10-04,Tornado,33.716875088749156,59.78262433929942,167.06961636158707,1567,Low,4457313.775714931
2019-12-30,Tornado,30.81124391734955,233.6965007862138,245.41820108226585,2650,Low,6193335.351492309
